order_id,customer_id,customer_name,customer_email,age,gender,country,order_date,product_id,product_name,category,quantity,unit_price,discount_pct,total_amount,payment_method,shipping_method,order_status,rating,month,is_discounted,order_month,order_dayofweek,revenue_per_unit,is_returned,is_cancelled,year,quarter,week_of_year,is_weekend,days_since_start,month_sin,month_cos,day_sin,day_cos,category_enc,gender_enc,country_enc,payment_method_enc,shipping_method_enc
ORD-00186,CUST-0391,David Harris,mpetersen@example.net,0.16844890046183172,Other,USA,2023-10-31,PRD-6736,Webcam,Electronics,-1.3704166450512134,-0.28685661872989104,-0.45603814612522386,-0.44821883359190207,Credit Card,Overnight,Shipped,4.0,2023-10,1,0.9867028279451765,-0.9544641894239961,124.5355,0,0,2023.0,4.0,44,0,668.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2,2,7,2,2
ORD-01132,CUST-0021,Angela Miller,barnettraymond@example.com,0.6259142306237163,Male,USA,2022-07-17,PRD-9948,Jacket,Clothing,-0.6661943197422652,-0.5943342403473288,-0.9887929897294574,-0.5214572483451906,Paypal,Express,Delivered,,2022-07,0,0.12978181127882277,1.5321018657164545,22.3,0,0,2022.0,3.0,28,1,197.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,1,7,4,0
ORD-01262,CUST-0372,Kayla Rodriguez,jon81@example.net,-0.136527986312758,Female,Brazil,2022-05-10,PRD-8866,T-Shirt,Clothing,-0.6661943197422652,-0.62081705415885,-0.9887929897294574,-0.5386271902668228,Credit Card,Free Shipping,Delivered,5.0,2022-05,0,-0.4414988664987464,-0.9544641894239961,12.93,0,0,2022.0,2.0,19,0,129.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1,0,1,2,1
ORD-00775,CUST-0085,George Williamson,lallen@example.net,-0.21277220800640545,Other,Germany,2022-08-29,PRD-6736,Webcam,Electronics,0.038028005566683086,3.0754997794425964,-0.45603814612522386,2.8864271437032687,Credit Card,Free Shipping,Processing,5.0,2022-08,1,0.41542215016760736,-1.4517774004520863,1254.703,0,0,2022.0,3.0,35,0,240.0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,2,2,4,2,1
ORD-01038,CUST-0078,Cheryl Nelson,william79@example.com,0.3209373438491266,Male,USA,2023-11-30,PRD-3800,Jeans,Clothing,0.038028005566683086,-0.5028455868703874,-0.9887929897294574,-0.41205155118072445,Debit Card,Free Shipping,Cancelled,4.0,2023-11,0,1.272343166833961,0.04016223263218417,54.669999999999995,0,1,2023.0,4.0,48,0,698.0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,1,1,7,3,1
ORD-00901,CUST-0224,Emily Duke,nmorales@example.com,0.015960457074536867,Other,Spain,2023-09-05,PRD-7329,Air Fryer,Home & Kitchen,-0.6661943197422652,-0.035284019224714705,1.1422263846874767,-0.23966496779998311,Bank Transfer,Overnight,Processing,4.0,2023-09,1,0.7010624890563919,-0.9544641894239961,176.08,0,0,2023.0,3.0,36,0,612.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3,2,6,0,2
ORD-01068,CUST-0107,Michael Rodriguez,andrew56@example.org,0.015960457074536867,Male,Argentina,2023-02-20,PRD-4492,Cap,Clothing,1.4464726561845795,-0.41472027901091774,1.6749812282917105,-0.26735539307888007,Bank Transfer,Free Shipping,Returned,2.0,2023-02,1,-1.2984198831651002,-1.4517774004520863,64.3875,1,0,2023.0,1.0,8,0,415.0,0.8660254037844386,0.5000000000000001,0.0,1.0,1,1,0,0,1
ORD-01421,CUST-0290,Amber Ferguson,shermanlauren@example.com,0.16844890046183172,Female,Colombia,2023-12-13,PRD-1566,Yoga Mat,Sports,1.4464726561845795,-0.5714126160131308,-0.45603814612522386,-0.42997508313600347,Debit Card,Free Shipping,Delivered,,2023-12,1,1.5579835057227458,-0.45715097839590596,28.889499999999998,0,0,2023.0,4.0,50,0,711.0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,4,0,3,3,1
ORD-01049,CUST-0306,Holly Williams,shelley73@example.org,-0.28901642970005287,Other,Germany,2022-12-09,PRD-1122,Bicycle Helmet,Sports,0.038028005566683086,-0.6115749195629404,1.6749812282917105,-0.5289244322652173,Debit Card,Unknown,Delivered,4.0,2022-12,1,1.5579835057227458,0.5374754436602743,12.15,0,0,2022.0,4.0,49,0,342.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,4,2,4,3,4
ORD-00584,CUST-0320,Travis Cohen,jenna28@example.com,-0.7464817598619374,Female,Germany,2022-10-08,PRD-3639,Sneakers,Clothing,-1.3704166450512134,-0.45027564696704764,0.07671669747900971,-0.5019023886635794,Paypal,Standard,Delivered,,2022-10,1,0.9867028279451765,1.0347886546883645,65.943,0,0,2022.0,4.0,40,1,280.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,0,4,4,3
ORD-00746,CUST-0011,Brenda Smith,Unknown,0.015960457074536867,Other,Canada,2023-03-20,PRD-3413,USB Hub,Electronics,-1.3704166450512134,0.05244560091505243,-0.9887929897294574,-0.3322213996528797,Bank Transfer,Overnight,Delivered,5.0,2023-03,0,-1.0127795442763157,-1.4517774004520863,251.14,0,0,2023.0,1.0,12,0,443.0,1.0,6.123233995736766e-17,0.0,1.0,2,2,2,0,2
ORD-00665,CUST-0336,Jane Thomas,castilloscott@example.org,-1.2801913117174695,Female,Spain,2022-09-13,PRD-8117,Cookware Set,Home & Kitchen,0.7422503308756314,-0.22900142142766705,1.6749812282917105,-0.1457342076182473,Paypal,Overnight,Delivered,,2022-09,1,0.7010624890563919,-0.9544641894239961,113.67,0,0,2022.0,3.0,37,0,255.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,3,0,6,4,2
ORD-00057,CUST-0236,James Herrera,maryhanson@example.com,0.3209373438491266,Male,Canada,2022-04-17,PRD-2638,Machine Learning Guide,Books,0.7422503308756314,-0.5446471681161077,0.07671669747900971,-0.43078089764614624,Debit Card,Overnight,Delivered,5.0,2022-04,1,-0.727139205387531,1.5321018657164545,35.892,0,0,2022.0,2.0,15,1,106.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0,1,2,3,2
ORD-01014,CUST-0327,Nicole Hudson,othompson@example.net,0.3209373438491266,Male,Canada,2022-10-23,PRD-7809,SQL Mastery,Books,0.7422503308756314,-0.612281504776695,-0.9887929897294574,-0.5038658457360478,Paypal,Express,Cancelled,3.0,2022-10,0,0.9867028279451765,1.5321018657164545,15.95,0,1,2022.0,4.0,42,1,295.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,1,2,4,0
ORD-01214,CUST-0249,David Barrett,vnguyen@example.org,-0.28901642970005287,Other,Spain,2022-05-11,PRD-4148,Data Science Handbook,Books,-0.6661943197422652,-0.5462299189949179,-0.45603814612522386,-0.4938717301287285,Credit Card,Overnight,Delivered,,2022-05,1,-0.4414988664987464,-0.45715097839590596,37.354,0,0,2022.0,2.0,19,0,130.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,2,6,2,2
ORD-01186,CUST-0166,Maria Davis,juanrodriguez@example.net,1.5408448909474857,Other,Mexico,2022-07-10,PRD-9512,Smartwatch,Electronics,0.7422503308756314,-0.4650008828216928,-0.9887929897294574,-0.3128891811605404,Debit Card,Standard,Delivered,3.0,2022-07,0,0.12978181127882277,1.5321018657164545,68.06,0,0,2022.0,3.0,27,1,190.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,2,2,5,3,3
ORD-01471,CUST-0085,Candice Williams,Unknown,-0.3652606513937003,Male,Spain,2023-11-20,PRD-2758,Tablet,Electronics,-1.3704166450512134,1.855142325062807,-0.9887929897294574,0.25216133014730324,Bank Transfer,Free Shipping,Processing,5.0,2023-11,0,1.272343166833961,-1.4517774004520863,888.96,0,0,2023.0,4.0,47,0,688.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,2,1,6,0,1
ORD-00238,CUST-0103,Lucas Hale,morgan00@example.net,-1.2801913117174695,Other,Canada,2023-05-03,PRD-2638,Machine Learning Guide,Books,0.7422503308756314,-0.579665531309784,0.07671669747900971,-0.47164792483251133,Bank Transfer,Overnight,Delivered,5.0,2023-05,1,-0.4414988664987464,-0.45715097839590596,24.741,0,0,2023.0,2.0,18,0,487.0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0,2,2,0,2
ORD-00044,CUST-0111,Timothy Lucas,uschaefer@example.com,1.6933333343347805,Male,Canada,2022-03-21,PRD-8929,Running Shoes,Sports,-0.6661943197422652,-0.567286158364804,1.6749812282917105,-0.5185207668159041,Credit Card,Overnight,Delivered,4.0,2022-03,1,-1.0127795442763157,-1.4517774004520863,23.9025,0,0,2022.0,1.0,12,0,79.0,1.0,6.123233995736766e-17,0.0,1.0,4,1,2,2,2
ORD-01320,CUST-0355,Gabrielle Taylor MD,michele43@example.org,0.16844890046183172,Other,Mexico,2023-08-13,PRD-1122,Bicycle Helmet,Sports,0.7422503308756314,-0.10741223784478096,-0.9887929897294574,0.1507908726121174,Paypal,Standard,Returned,,2023-08,0,0.41542215016760736,1.5321018657164545,194.58,1,0,2023.0,3.0,32,1,589.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,4,2,5,4,3
ORD-00383,CUST-0215,Jordan Williams,crivas@example.org,1.769577556028428,Female,Canada,2022-06-02,PRD-7809,SQL Mastery,Books,1.4464726561845795,-0.6123097681852451,0.07671669747900971,-0.49660022997091735,Debit Card,Free Shipping,Delivered,5.0,2022-06,1,-0.15585852760996183,0.04016223263218417,14.346,0,0,2022.0,2.0,22,0,152.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0,0,2,3,1
ORD-00905,CUST-0166,Joseph Reeves,Unknown,-1.203947090023822,Other,Colombia,2023-02-22,PRD-3568,Dress,Clothing,-1.3704166450512134,-0.35019491729085056,0.6094715410832433,-0.4776821424150016,Cash On Delivery,Free Shipping,Returned,5.0,2023-02,1,-1.2984198831651002,-0.45715097839590596,92.378,1,0,2023.0,1.0,8,0,417.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1,2,3,1,1
ORD-00662,CUST-0205,Brian Bates,tracy81@example.com,1.083379560785601,Female,Mexico,2022-11-07,PRD-5166,Pillow Set,Home & Kitchen,0.038028005566683086,0.023362553516914436,1.6749812282917105,-0.06581014365459863,Paypal,Free Shipping,Delivered,5.0,2022-11,1,1.272343166833961,-1.4517774004520863,180.63749999999996,0,0,2022.0,4.0,45,0,310.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,3,0,5,4,1
ORD-00102,CUST-0195,Jennifer Fox,anthonydillon@example.com,-1.2801913117174695,Other,Germany,,PRD-7809,SQL Mastery,Books,-1.3704166450512134,-0.6332246905123803,-0.9887929897294574,-0.5544961013704871,Cash On Delivery,Standard,Delivered,,,0,,,8.54,0,0,,,,0,,,,,,0,2,4,1,3
ORD-00452,CUST-0259,Fernando Jackson,Unknown,0.39718156554277406,Other,Germany,2023-04-20,PRD-6586,Lamp,Home & Kitchen,0.038028005566683086,-0.016771486624344994,-0.9887929897294574,0.06066242080683692,Bank Transfer,Overnight,Delivered,,2023-04,0,-0.727139205387531,0.04016223263218417,226.65,0,0,2023.0,2.0,16,0,474.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,3,2,4,0,2
ORD-00591,CUST-0159,John Harris,stevensmith@example.com,1.464600669253838,Male,Spain,2022-11-30,PRD-7809,SQL Mastery,Books,0.7422503308756314,-0.5440536365365538,1.6749812282917105,-0.45212696524967805,Paypal,Standard,Delivered,4.0,2022-11,1,1.272343166833961,-0.45715097839590596,30.0675,0,0,2022.0,4.0,48,0,333.0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0,1,6,4,3
ORD-00108,CUST-0351,Jennifer Casey,brookemckenzie@example.net,-0.67023753816829,Male,Colombia,2023-02-17,PRD-8073,Dumbbells,Sports,-0.6661943197422652,-0.10769487193028285,1.1422263846874767,-0.27722261237050316,Bank Transfer,Standard,Delivered,5.0,2023-02,1,-1.2984198831651002,0.5374754436602743,155.584,0,0,2023.0,1.0,7,0,412.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,4,1,3,0,3
ORD-00367,CUST-0042,Michael Webb,qmitchell@example.com,-1.0514586466365272,Female,Germany,2022-02-07,PRD-4411,Blender,Home & Kitchen,0.7422503308756314,-0.3609067491313698,0.6094715410832433,-0.23557313425558565,Debit Card,Standard,Cancelled,5.0,2022-02,1,-1.2984198831651002,-1.4517774004520863,89.1565,0,1,2022.0,1.0,6,0,37.0,0.8660254037844386,0.5000000000000001,0.0,1.0,3,0,4,3,3
ORD-01079,CUST-0081,John White,sgarcia@example.com,0.7784026740110113,Male,Colombia,2022-02-05,PRD-4145,Python for Beginners,Books,0.7422503308756314,-0.5523630786503075,-0.9887929897294574,-0.42617048421233333,Paypal,Unknown,Delivered,4.0,2022-02,0,-1.2984198831651002,1.0347886546883645,37.15,0,0,2022.0,1.0,5,1,35.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,1,3,4,4
ORD-00332,CUST-0031,Steven Harris,john19@example.com,-1.8139008635730016,Other,Argentina,2022-11-07,PRD-2758,Tablet,Electronics,0.7422503308756314,1.6739456128475851,1.6749812282917105,1.7049088334301605,Bank Transfer,Overnight,Shipped,5.0,2022-11,1,1.272343166833961,-1.4517774004520863,618.6375,0,0,2022.0,4.0,45,0,310.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,2,2,0,0,2
ORD-00421,CUST-0081,Dominique Lindsey,ychase@example.net,1.1596237824792484,Other,Spain,2022-12-12,PRD-3568,Dress,Clothing,0.7422503308756314,-0.5123138287346987,1.6749812282917105,-0.42125955098394763,Paypal,Overnight,Delivered,5.0,2022-12,1,1.5579835057227458,-1.4517774004520863,38.49,0,0,2022.0,4.0,50,0,345.0,-2.4492935982947064e-16,1.0,0.0,1.0,1,2,6,4,2
ORD-00275,CUST-0277,Gregory Williams,gamblegregory@example.net,-0.822725981555585,Other,Canada,2022-02-26,PRD-3484,Hoodie,Clothing,-1.3704166450512134,-0.5333135412874844,0.6094715410832433,-0.5281396907894502,Paypal,Express,Delivered,,2022-02,1,-1.2984198831651002,1.0347886546883645,37.3065,0,0,2022.0,1.0,8,1,56.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,1,2,2,4,0
ORD-01203,CUST-0321,Connie Fleming MD,nicolesmith@example.net,-1.5851681984920594,Male,Canada,2022-12-03,PRD-8866,T-Shirt,Clothing,-1.3704166450512134,-0.5671448413220531,0.6094715410832433,-0.5374617598439672,Credit Card,Standard,Unknown,,2022-12,1,1.5579835057227458,1.0347886546883645,27.132,0,0,2022.0,4.0,48,1,336.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,1,1,2,2,3
ORD-00814,CUST-0333,Janet Reynolds,laurenowens@example.net,0.015960457074536867,Female,Mexico,2022-02-19,PRD-4411,Blender,Home & Kitchen,-0.6661943197422652,-0.5844420473547649,-0.9887929897294574,-0.5150437161439406,Cash On Delivery,Overnight,Processing,2.0,2022-02,0,-1.2984198831651002,1.0347886546883645,25.8,0,0,2022.0,1.0,7,1,49.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,0,5,1,2
ORD-00737,CUST-0239,Nancy Evans,Unknown,0.39718156554277406,Other,Spain,2022-05-02,PRD-8117,Cookware Set,Home & Kitchen,-0.6661943197422652,0.0341026487659839,1.1422263846874767,-0.2036758899621116,Bank Transfer,Overnight,Delivered,4.0,2022-05,1,-0.4414988664987464,-1.4517774004520863,195.72000000000003,0,0,2022.0,2.0,18,0,121.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,3,2,6,0,2
ORD-00129,CUST-0074,Kimberly Johnson,andrew64@example.net,0.6259142306237163,Other,Colombia,2023-10-23,PRD-3800,Jeans,Clothing,-1.3704166450512134,-0.5505259570945457,1.6749812282917105,-0.5363458052409495,Credit Card,Express,Delivered,,2023-10,1,0.9867028279451765,-1.4517774004520863,28.35,0,0,2023.0,4.0,43,0,660.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,1,2,3,2,0
ORD-00272,CUST-0343,Jennifer Ruiz,matthewfoster@example.com,-1.4326797551047643,Male,Argentina,2022-04-30,PRD-2638,Machine Learning Guide,Books,-0.6661943197422652,-0.5404359202421304,-0.45603814612522386,-0.4903030575681758,Paypal,Express,Delivered,,2022-04,1,-0.727139205387531,1.0347886546883645,39.3015,0,0,2022.0,2.0,17,1,119.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,1,0,4,0
ORD-00863,CUST-0357,Jerry Brown,lwillis@example.org,0.015960457074536867,Female,Canada,2022-10-17,PRD-9229,Headphones,Electronics,-1.3704166450512134,3.016598836024016,-0.45603814612522386,0.569122672627508,Cash On Delivery,Express,Processing,4.0,2022-10,1,0.9867028279451765,-1.4517774004520863,1234.905,0,0,2022.0,4.0,42,0,289.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,2,0,2,1,0
ORD-00343,CUST-0285,Destiny Freeman,kennethdouglas@example.com,0.8546468957046587,Female,Argentina,,PRD-8117,Cookware Set,Home & Kitchen,0.7422503308756314,-0.004533430722115921,1.1422263846874767,0.11488975178729155,Credit Card,Standard,Cancelled,4.0,,1,,,184.784,0,1,,,,0,,,,,,3,0,0,2,3
ORD-00719,CUST-0140,Dawn Bradshaw,snydercathy@example.org,-1.5089239767984117,Female,Mexico,2023-12-02,PRD-8117,Cookware Set,Home & Kitchen,1.4464726561845795,0.16425564513957527,-0.9887929897294574,0.7694035399892574,Credit Card,Express,Delivered,,2023-12,0,1.5579835057227458,1.0347886546883645,290.7,0,0,2023.0,4.0,48,1,700.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,3,0,5,2,0
ORD-01410,CUST-0293,William Sexton,margaret11@example.net,0.015960457074536867,Male,Brazil,2022-11-19,PRD-9948,Jacket,Clothing,-1.3704166450512134,-0.599308600252161,-0.9887929897294574,-0.5435014747397728,Debit Card,Standard,Delivered,4.0,2022-11,0,1.272343166833961,1.0347886546883645,20.54,0,0,2022.0,4.0,46,1,322.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1,1,1,3,3
ORD-00514,CUST-0377,Erin Freeman,jacksonmichael@example.org,-0.3652606513937003,Other,Brazil,2022-04-16,PRD-3710,Protein Powder,Sports,0.038028005566683086,-0.5114941898867433,1.1422263846874767,-0.4488340745737791,Bank Transfer,Free Shipping,Delivered,,2022-04,1,-0.727139205387531,1.0347886546883645,41.288000000000004,0,0,2022.0,2.0,15,1,105.0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,4,2,1,0,1
ORD-01270,CUST-0276,Tyler Trujillo,joshua14@example.net,0.7784026740110113,Male,Argentina,2022-10-09,PRD-2122,Coffee Maker,Home & Kitchen,0.038028005566683086,-0.5556133706335785,1.1422263846874767,-0.4831592989148692,Paypal,Express,Shipped,5.0,2022-10,1,0.9867028279451765,1.5321018657164545,28.8,0,0,2022.0,4.0,40,1,281.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3,1,0,4,0
ORD-00533,CUST-0205,Warren Lynch,gardnerterri@example.net,0.7021584523173637,Male,Colombia,2022-05-31,PRD-1566,Yoga Mat,Sports,1.4464726561845795,-0.46299418081462984,-0.9887929897294574,-0.24727874674175276,Bank Transfer,Free Shipping,Delivered,5.0,2022-05,0,-0.4414988664987464,-0.9544641894239961,68.77000000000001,0,0,2022.0,2.0,22,0,150.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,4,1,3,0,1
ORD-01404,CUST-0102,Ryan Mills,lmcdonald@example.net,1.617089112641133,Male,Argentina,2023-12-14,PRD-4145,Python for Beginners,Books,0.038028005566683086,-0.5249193089480801,1.1422263846874767,-0.4592789698729577,Debit Card,Express,Shipped,3.0,2023-12,1,1.5579835057227458,0.04016223263218417,37.488,0,0,2023.0,4.0,50,0,712.0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,1,0,3,0
ORD-00304,CUST-0128,Karen Greene,howardtapia@example.com,-0.822725981555585,Female,Spain,,PRD-7809,SQL Mastery,Books,-0.6661943197422652,-0.5798633751696353,-0.9887929897294574,-0.5120751669536477,Credit Card,Express,Delivered,5.0,,0,,,27.42,0,0,,,,0,,,,,,0,0,6,2,0
ORD-01109,CUST-0073,Justin Humphrey,abigail73@example.com,-1.356435533411117,Other,USA,2023-01-26,PRD-9512,Smartwatch,Electronics,1.4464726561845795,2.7275489567812974,0.07671669747900971,4.375489898747377,Credit Card,Free Shipping,Delivered,5.0,2023-01,1,-1.5840602220538849,0.04016223263218417,1077.8670000000002,0,0,2023.0,1.0,4,0,390.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,2,2,7,2,1
ORD-01285,CUST-0120,Kimberly Keith,Unknown,-0.7464817598619374,Male,Argentina,2022-10-13,PRD-3568,Dress,Clothing,-1.3704166450512134,-0.4345329284045958,1.1422263846874767,-0.5045328530849778,Credit Card,Unknown,Processing,4.0,2022-10,1,0.9867028279451765,0.04016223263218417,63.072,0,0,2022.0,4.0,41,0,285.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,1,1,0,2,4
ORD-00248,CUST-0062,Jacob Ray,Unknown,0.8546468957046587,Male,Canada,2022-05-24,PRD-8117,Cookware Set,Home & Kitchen,0.7422503308756314,3.4496499339276587,-0.45603814612522386,4.496907097235253,Debit Card,Free Shipping,Delivered,5.0,2022-05,1,-0.4414988664987464,-0.9544641894239961,1380.463715,0,0,2022.0,2.0,21,0,143.0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,3,1,2,3,1
ORD-00033,CUST-0230,Jacob Grant,tburch@example.com,-1.203947090023822,Male,Germany,2023-03-10,PRD-2881,Smartphone,Electronics,-0.6661943197422652,0.7354591319387681,1.1422263846874767,0.1600996564927888,Debit Card,Express,Shipped,5.0,2023-03,1,-1.0127795442763157,0.5374754436602743,394.24,0,0,2023.0,1.0,10,0,433.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,2,1,4,3,0
ORD-00431,CUST-0284,Eric Ross,ebutler@example.com,-0.3652606513937003,Other,Spain,2022-10-26,PRD-5166,Pillow Set,Home & Kitchen,-0.6661943197422652,0.18805343513882916,1.6749812282917105,-0.15123152093360445,Debit Card,Express,Delivered,5.0,2022-10,1,0.9867028279451765,-0.45715097839590596,224.34,0,0,2022.0,4.0,43,0,298.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3,2,6,3,0
ORD-00616,CUST-0221,Heather Weeks,javieralexander@example.net,-1.0514586466365272,Male,Mexico,2022-10-01,PRD-4145,Python for Beginners,Books,1.4464726561845795,-0.6270350040398903,-0.9887929897294574,-0.5131654674278603,Debit Card,Free Shipping,Delivered,2.0,2022-10,0,0.9867028279451765,1.0347886546883645,10.73,0,0,2022.0,4.0,39,1,273.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,1,5,3,1
ORD-01085,CUST-0241,Jasmine Anderson,Unknown,0.015960457074536867,Female,Brazil,2023-09-15,PRD-3800,Jeans,Clothing,-1.3704166450512134,-0.323655576662229,-0.9887929897294574,-0.45414264679864236,Cash On Delivery,Express,Returned,3.0,2023-09,0,0.7010624890563919,0.5374754436602743,118.07,1,0,2023.0,3.0,37,0,622.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,1,1,0
ORD-00555,CUST-0223,Jeffrey Walton,Unknown,0.7784026740110113,Male,Germany,2022-07-14,PRD-8866,T-Shirt,Clothing,1.4464726561845795,-0.5022520552908336,1.6749812282917105,-0.3737627639392619,Cash On Delivery,Express,Delivered,3.0,2022-07,1,0.12978181127882277,0.04016223263218417,41.160000000000004,0,0,2022.0,3.0,28,0,194.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,1,1,4,1,0
ORD-00491,CUST-0184,Jonathan Lopez,Unknown,1.083379560785601,Other,Germany,2022-07-03,PRD-2758,Tablet,Electronics,-1.3704166450512134,0.7696295928759389,-0.9887929897294574,-0.09973085735756691,Paypal,Free Shipping,Delivered,4.0,2022-07,0,0.12978181127882277,1.5321018657164545,504.89,0,0,2022.0,3.0,26,1,183.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,2,2,4,4,1
ORD-00362,CUST-0258,Michelle Dean,stephenwilliams@example.org,-0.44150487308734776,Male,USA,2023-10-31,PRD-3568,Dress,Clothing,1.4464726561845795,-0.33021268744587134,0.07671669747900971,-0.08508509846656956,Paypal,Unknown,Delivered,5.0,2023-10,1,0.9867028279451765,-0.9544641894239961,104.175,0,0,2023.0,4.0,44,0,668.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,1,7,4,4
ORD-00262,CUST-0324,Jennifer Brown,ricky73@example.com,-0.9752144249428798,Other,USA,2023-04-27,PRD-4148,Data Science Handbook,Books,-1.3704166450512134,-0.6341573829945363,-0.9887929897294574,-0.5547984536028318,Credit Card,Free Shipping,Delivered,4.0,2023-04,0,-0.727139205387531,0.04016223263218417,8.21,0,0,2023.0,2.0,17,0,481.0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,2,7,2,1
ORD-01466,CUST-0277,Gary Sanders,rogersbruce@example.org,0.9308911173983061,Other,Colombia,2022-09-07,PRD-8866,T-Shirt,Clothing,-0.6661943197422652,-0.3371654859492163,-0.9887929897294574,-0.35472373549040825,Paypal,Free Shipping,Delivered,2.0,2022-09,0,0.7010624890563919,-0.45715097839590596,113.29,0,0,2022.0,3.0,36,0,249.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1,2,3,4,1
ORD-00923,CUST-0109,Brandon Weeks,qlowe@example.net,0.4734257872364215,Other,Brazil,2023-09-05,PRD-6736,Webcam,Electronics,1.4464726561845795,0.8399772167573437,1.1422263846874767,1.3792571548172616,Debit Card,Overnight,Delivered,3.0,2023-09,1,0.7010624890563919,-0.9544641894239961,423.82399999999996,0,0,2023.0,3.0,36,0,612.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,2,2,1,3,2
ORD-00232,CUST-0217,Allen Kelly,Unknown,0.4734257872364215,Other,Argentina,2023-02-25,PRD-4411,Blender,Home & Kitchen,1.4464726561845795,-0.14347634715481417,0.07671669747900971,0.18732051959266555,Bank Transfer,Overnight,Delivered,,2023-02,1,-1.2984198831651002,1.0347886546883645,163.63799999999998,0,0,2023.0,1.0,8,1,420.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,3,2,0,0,2
ORD-01207,CUST-0105,Stephanie Hunt,heather00@example.org,-0.822725981555585,Male,Argentina,2022-11-22,PRD-3800,Jeans,Clothing,-1.3704166450512134,-0.3522864095235641,-0.9887929897294574,-0.463423944112737,Debit Card,Overnight,Shipped,,2022-11,0,1.272343166833961,-0.9544641894239961,107.94,0,0,2022.0,4.0,47,0,325.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1,1,0,3,2
